2020-09-11,15:59:01
LOCATION	CASES	DEATHS	RECOVERED
Aguijan-Northern Mariana Islands	0	0	0
Tinian-Northern Mariana Islands	1	0	NA
Adjuntas-Puerto Rico	135	NA	NA
Aguada-Puerto Rico	254	NA	NA
Aguadilla-Puerto Rico	358	NA	NA
Aguas Buenas-Puerto Rico	221	NA	NA
Aibonito-Puerto Rico	133	NA	NA
Anasco-Puerto Rico	198	NA	NA
Arecibo-Puerto Rico	561	NA	NA
Arroyo-Puerto Rico	138	NA	NA
Barceloneta-Puerto Rico	147	NA	NA
Barranquitas-Puerto Rico	370	NA	NA
Bayamon-Puerto Rico	2908	NA	NA
Cabo Rojo-Puerto Rico	284	NA	NA
Caguas-Puerto Rico	1229	NA	NA
Camuy-Puerto Rico	207	NA	NA
Canovanas-Puerto Rico	572	NA	NA
Carolina-Puerto Rico	2120	NA	NA
Catano-Puerto Rico	333	NA	NA
Cayey-Puerto Rico	286	NA	NA
Ceiba-Puerto Rico	95	NA	NA
Cidra-Puerto Rico	253	NA	NA
Coamo-Puerto Rico	228	NA	NA
Comerio-Puerto Rico	181	NA	NA
Corozal-Puerto Rico	457	NA	NA
Culebra-Puerto Rico	21	NA	NA
Dorado-Puerto Rico	571	NA	NA
Fajardo-Puerto Rico	402	NA	NA
Florida-Puerto Rico	220	NA	NA
Guanica-Puerto Rico	87	NA	NA
Guayama-Puerto Rico	249	NA	NA
Guayanilla-Puerto Rico	148	NA	NA
Guaynabo-Puerto Rico	1381	NA	NA
Gurabo-Puerto Rico	408	NA	NA
Hatillo-Puerto Rico	210	NA	NA
Hormigueros-Puerto Rico	131	NA	NA
Isabela-Puerto Rico	230	NA	NA
Jayuya-Puerto Rico	214	NA	NA
Juana Diaz-Puerto Rico	282	NA	NA
Juncos-Puerto Rico	273	NA	NA
Lajas-Puerto Rico	123	NA	NA
Lares-Puerto Rico	262	NA	NA
Las Marias-Puerto Rico	88	NA	NA
Las Piedras-Puerto Rico	350	NA	NA
Loiza-Puerto Rico	209	NA	NA
Luquillo-Puerto Rico	192	NA	NA
Manati-Puerto Rico	423	NA	NA
Maricao-Puerto Rico	66	NA	NA
Maunabo-Puerto Rico	98	NA	NA
Mayaguez-Puerto Rico	701	NA	NA
Moca-Puerto Rico	283	NA	NA
Morovis-Puerto Rico	434	NA	NA
Nabuabo-Puerto Rico	0	0	0
Naranjito-Puerto Rico	515	NA	NA
Orocovis-Puerto Rico	283	NA	NA
Patillas-Puerto Rico	147	NA	NA
Penuelas-Puerto Rico	101	NA	NA
Ponce-Puerto Rico	682	NA	NA
Quebradillas-Puerto Rico	130	NA	NA
Rincon-Puerto Rico	145	NA	NA
Rio Grande-Puerto Rico	472	NA	NA
Sabana Grande-Puerto Rico	176	NA	NA
Salinas-Puerto Rico	343	NA	NA
San German-Puerto Rico	206	NA	NA
San Juan-Puerto Rico	5926	NA	NA
San Lorenzo-Puerto Rico	337	NA	NA
San Sabastian-Puerto Rico	0	0	0
Santa Isabel-Puerto Rico	141	NA	NA
Toa Alta-Puerto Rico	1029	NA	NA
Toa Baja-Puerto Rico	1004	NA	NA
Trujillo Alto-Puerto Rico	824	NA	NA
Utuado-Puerto Rico	112	NA	NA
Vega Alta-Puerto Rico	516	NA	NA
Vega Baja-Puerto Rico	739	NA	NA
Vieques-Puerto Rico	86	NA	NA
Villalba-Puerto Rico	102	NA	NA
Yabucoa-Puerto Rico	232	NA	NA
Yauco-Puerto Rico	329	NA	NA
St. Croix-US Virgin Islands	0	0	0
St. John-US Virgin Islands	0	0	0
St. Thomas-US Virgin Islands	0	0	0
